# ZL+vMIT Phase Boundaries
# eta = 0.00
# eq_mode = beta
# ZL params: ZL_Constantinou
# vMIT params: B^1/4=180.0 MeV, a=0.2 fm^2
# Columns: T n_B_onset n_B_offset conv mu_p_H mu_n_H mu_u_Q mu_d_Q mu_s_Q mu_eL_H mu_eL_Q mu_eG n_p_H n_n_H n_u_Q n_d_Q n_s_Q
    0.0000 4.805489e-01 1.780161e+00  1    1001.2082    1227.0820     258.4448     484.3186     484.3186       0.0000       0.0000     225.8738 5.065404e-02 4.298948e-01 8.774508e-02 9.355005e-01 7.578219e-01
    0.1000 4.805557e-01 1.780165e+00  1    1001.2137    1227.0909     258.4455     484.3227     484.3227       0.0000       0.0000     225.8772 5.065649e-02 4.298992e-01 8.774668e-02 9.355337e-01 7.577955e-01
    2.5000 4.804072e-01 1.779781e+00  1    1000.9196    1226.7657     258.3578     484.2039     484.2039       0.0000       0.0000     225.8461 5.069671e-02 4.297104e-01 8.780666e-02 9.352099e-01 7.575169e-01
    5.0000 4.799307e-01 1.778626e+00  1     999.9791    1225.7386     258.0732     483.8327     483.8327       0.0000       0.0000     225.7595 5.082211e-02 4.291086e-01 8.796455e-02 9.341772e-01 7.566243e-01
    7.5000 4.790559e-01 1.776696e+00  1     998.2647    1223.8951     257.5447     483.1752     483.1752       0.0000       0.0000     225.6305 5.104114e-02 4.280148e-01 8.817163e-02 9.322949e-01 7.549867e-01
   10.0000 4.777404e-01 1.773988e+00  1     995.7173    1221.1746     256.7533     482.2106     482.2106       0.0000       0.0000     225.4573 5.135249e-02 4.263879e-01 8.841019e-02 9.294780e-01 7.525255e-01
   12.5000 4.759820e-01 1.770493e+00  1     992.3636    1217.5882     255.7130     480.9376     480.9376       0.0000       0.0000     225.2246 5.174524e-02 4.242368e-01 8.869795e-02 9.257233e-01 7.492385e-01
   15.0000 4.737943e-01 1.766200e+00  1     988.2627    1213.1751     254.4501     479.3625     479.3625       0.0000       0.0000     224.9124 5.220536e-02 4.215890e-01 8.906476e-02 9.210627e-01 7.451568e-01
   17.5000 4.711928e-01 1.761094e+00  1     983.4770    1207.9779     252.9920     477.4930     477.4930       0.0000       0.0000     224.5010 5.271872e-02 4.184741e-01 8.954017e-02 9.155353e-01 7.403183e-01
   20.0000 4.681891e-01 1.755156e+00  1     978.0615    1202.0339     251.3631     475.3354     475.3354       0.0000       0.0000     223.9723 5.327207e-02 4.149171e-01 9.014934e-02 9.091771e-01 7.347580e-01
   22.5000 4.647894e-01 1.748365e+00  1     972.0621    1195.3724     249.5840     472.8942     472.8942       0.0000       0.0000     223.3102 5.385317e-02 4.109363e-01 9.091216e-02 9.020174e-01 7.285057e-01
   25.0000 4.609939e-01 1.740694e+00  1     965.5150    1188.0152     247.6716     470.1718     470.1718       0.0000       0.0000     222.5002 5.445084e-02 4.065431e-01 9.184343e-02 8.940797e-01 7.215854e-01
   27.5000 4.567971e-01 1.732115e+00  1     958.4482    1179.9774     245.6397     467.1689     467.1689       0.0000       0.0000     221.5292 5.505481e-02 4.017423e-01 9.295339e-02 8.853823e-01 7.140169e-01
   30.0000 4.521881e-01 1.722595e+00  1     950.8827    1171.2686     243.4989     463.8848     463.8848       0.0000       0.0000     220.3859 5.565568e-02 3.965324e-01 9.424834e-02 8.759399e-01 7.058171e-01
   32.5000 4.471514e-01 1.712099e+00  1     942.8340    1161.8940     241.2580     460.3180     460.3180       0.0000       0.0000     219.0600 5.624486e-02 3.909066e-01 9.573122e-02 8.657654e-01 6.970011e-01
   35.0000 4.416674e-01 1.700588e+00  1     934.3135    1151.8558     238.9237     456.4660     456.4660       0.0000       0.0000     217.5423 5.681445e-02 3.848530e-01 9.740221e-02 8.548713e-01 6.875842e-01
   37.5000 4.357130e-01 1.688020e+00  1     925.3298    1141.1546     236.5017     452.3264     452.3264       0.0000       0.0000     215.8247 5.735724e-02 3.783558e-01 9.925926e-02 8.432715e-01 6.775832e-01
   40.0000 4.292621e-01 1.674349e+00  1     915.8900    1129.7900     233.9966     447.8967     447.8967       0.0000       0.0000     213.9000 5.786661e-02 3.713955e-01 1.012986e-01 8.309824e-01 6.670172e-01
   42.5000 4.222865e-01 1.659526e+00  1     906.0007    1117.7626     231.4130     443.1748     443.1748       0.0000       0.0000     211.7618 5.833651e-02 3.639500e-01 1.035152e-01 8.180251e-01 6.559099e-01
   45.0000 4.147568e-01 1.643496e+00  1     895.6701    1105.0746     228.7552     438.1597     438.1597       0.0000       0.0000     209.4045 5.876143e-02 3.559953e-01 1.059032e-01 8.044263e-01 6.442900e-01
   47.5000 4.066431e-01 1.626199e+00  1     884.9087    1091.7318     226.0285     432.8517     432.8517       0.0000       0.0000     206.8232 5.913631e-02 3.475068e-01 1.084567e-01 7.902199e-01 6.321929e-01
   50.0000 3.979168e-01 1.607567e+00  1     873.7308    1077.7445     223.2390     427.2527     427.2527       0.0000       0.0000     204.0137 5.945652e-02 3.384603e-01 1.111700e-01 7.754484e-01 6.196617e-01
   52.5000 3.885517e-01 1.587525e+00  1     862.1564    1063.1290     220.3946     421.3672     421.3672       0.0000       0.0000     200.9725 5.971772e-02 3.288340e-01 1.140384e-01 7.601640e-01 6.067476e-01
   55.0000 3.785262e-01 1.565986e+00  1     850.2123    1047.9089     217.5052     415.2018     415.2018       0.0000       0.0000     197.6966 5.991572e-02 3.186105e-01 1.170591e-01 7.444285e-01 5.935108e-01
   57.5000 3.678253e-01 1.542851e+00  1     837.9331    1032.1160     214.5834     408.7663     408.7663       0.0000       0.0000     194.1828 6.004625e-02 3.077791e-01 1.202317e-01 7.283137e-01 5.800195e-01
   60.0000 3.564433e-01 1.518005e+00  1     825.3621    1015.7904     211.6446     402.0729     402.0729       0.0000       0.0000     190.4283 6.010469e-02 2.963386e-01 1.235591e-01 7.118994e-01 5.663484e-01
   62.5000 3.443861e-01 1.491311e+00  1     812.5511     998.9803     208.7073     395.1365     395.1365       0.0000       0.0000     186.4291 6.008567e-02 2.843004e-01 1.270484e-01 6.952712e-01 5.525768e-01
   65.0000 3.316732e-01 1.462604e+00  1     799.5594     981.7396     205.7930     387.9733     387.9733       0.0000       0.0000     182.1803 5.998262e-02 2.716905e-01 1.307116e-01 6.785162e-01 5.387839e-01
   67.5000 3.183394e-01 1.431685e+00  1     786.4512     964.1259     202.9255     380.6002     380.6002       0.0000       0.0000     177.6747 5.978736e-02 2.585520e-01 1.345655e-01 6.617176e-01 5.250446e-01
   70.0000 3.044355e-01 1.398305e+00  1     773.2928     946.1955     200.1300     373.0328     373.0328       0.0000       0.0000     172.9028 5.948968e-02 2.449458e-01 1.386320e-01 6.449487e-01 5.114236e-01
   72.5000 2.900276e-01 1.362145e+00  1     760.1471     927.9991     197.4317     365.2837     365.2837       0.0000       0.0000     167.8519 5.907708e-02 2.309505e-01 1.429371e-01 6.282669e-01 4.979703e-01
   75.0000 2.751950e-01 1.322793e+00  1     747.0692     909.5759     194.8542     357.3609     357.3609       0.0000       0.0000     162.5067 5.853476e-02 2.166602e-01 1.475095e-01 6.117083e-01 4.847141e-01
   77.5000 2.600272e-01 1.279688e+00  1     734.1003     890.9492     192.4171     349.2660     349.2660       0.0000       0.0000     156.8489 5.784586e-02 2.021814e-01 1.523786e-01 5.952844e-01 4.716619e-01
   80.0000 2.446199e-01 1.232041e+00  1     721.2630     872.1221     190.1346     340.9937     340.9937       0.0000       0.0000     150.8591 5.699195e-02 1.876280e-01 1.575715e-01 5.789811e-01 4.587975e-01
   82.5000 2.290701e-01 1.178681e+00  1     708.5570     853.0749     188.0130     332.5310     332.5310       0.0000       0.0000     144.5180 5.595372e-02 1.731163e-01 1.631099e-01 5.627601e-01 4.460830e-01
   85.0000 2.134717e-01 1.117723e+00  1     695.9564     833.7646     186.0494     323.8576     323.8576       0.0000       0.0000     137.8081 5.471181e-02 1.587599e-01 1.690063e-01 5.465625e-01 4.334627e-01
   87.5000 1.979123e-01 1.045785e+00  1     683.4078     814.1243     184.2304     314.9470     314.9470       0.0000       0.0000     130.7166 5.324761e-02 1.446647e-01 1.752594e-01 5.303138e-01 4.208676e-01
