# ZL+vMIT Phase Boundaries
# eta = 1.00
# eq_mode = beta
# ZL params: ZL_Constantinou
# vMIT params: B^1/4=180.0 MeV, a=0.2 fm^2
# Columns: T n_B_onset n_B_offset conv mu_p_H mu_n_H mu_u_Q mu_d_Q mu_s_Q mu_eL_H mu_eL_Q mu_eG n_p_H n_n_H n_u_Q n_d_Q n_s_Q
    0.0000 8.340516e-01 1.084257e+00  1    1334.2476    1714.8471     563.2427     575.8022     575.8022     380.5994      12.5595       0.0000 2.423387e-01 5.917129e-01 1.084265e+00 1.180749e+00 9.877557e-01
    0.1000 8.340618e-01 1.084268e+00  1    1334.2586    1714.8615     563.2445     575.8085     575.8085     380.6029      12.5640       0.0000 2.423458e-01 5.917160e-01 1.084276e+00 1.180798e+00 9.877282e-01
    2.5000 8.338874e-01 1.083984e+00  1    1334.0033    1714.5077     563.1263     575.6907     575.6907     380.5044      12.5643       0.0000 2.422606e-01 5.916268e-01 1.083996e+00 1.180494e+00 9.874626e-01
    5.0000 8.333628e-01 1.083131e+00  1    1333.2342    1713.4425     562.7707     575.3359     575.3359     380.2083      12.5652       0.0000 2.420050e-01 5.913578e-01 1.083153e+00 1.179577e+00 9.866627e-01
    7.5000 8.324863e-01 1.081701e+00  1    1331.9453    1711.6602     562.1756     574.7423     574.7423     379.7148      12.5667       0.0000 2.415798e-01 5.909065e-01 1.081740e+00 1.178041e+00 9.853216e-01
   10.0000 8.312548e-01 1.079680e+00  1    1330.1244    1709.1487     561.3370     573.9059     573.9059     379.0243      12.5689       0.0000 2.409870e-01 5.902678e-01 1.079743e+00 1.175870e+00 9.834258e-01
   12.5000 8.296621e-01 1.077045e+00  1    1327.7531    1705.8896     560.2487     572.8205     572.8205     378.1365      12.5718       0.0000 2.402279e-01 5.894342e-01 1.077139e+00 1.173042e+00 9.809541e-01
   15.0000 8.276986e-01 1.073768e+00  1    1324.8084    1701.8582     558.9024     571.4779     571.4779     377.0498      12.5755       0.0000 2.393020e-01 5.883966e-01 1.073900e+00 1.169526e+00 9.778784e-01
   17.5000 8.253496e-01 1.069813e+00  1    1321.2639    1697.0241     557.2880     569.8681     569.8681     375.7603      12.5801       0.0000 2.382046e-01 5.871450e-01 1.069989e+00 1.165286e+00 9.741647e-01
   20.0000 8.225959e-01 1.065140e+00  1    1317.0914    1691.3529     555.3939     567.9795     567.9795     374.2615      12.5856       0.0000 2.369274e-01 5.856685e-01 1.065368e+00 1.160279e+00 9.697746e-01
   22.5000 8.194141e-01 1.059706e+00  1    1312.2613    1684.8061     553.2072     565.7994     565.7994     372.5448      12.5922       0.0000 2.354582e-01 5.839558e-01 1.059992e+00 1.154461e+00 9.646664e-01
   25.0000 8.157768e-01 1.053464e+00  1    1306.7428    1677.3420     550.7140     563.3140     563.3140     370.5991      12.6000       0.0000 2.337824e-01 5.819944e-01 1.053815e+00 1.147782e+00 9.587962e-01
   27.5000 8.116536e-01 1.046366e+00  1    1300.5036    1668.9158     547.8992     560.5083     560.5083     368.4121      12.6091       0.0000 2.318832e-01 5.797705e-01 1.046789e+00 1.140192e+00 9.521180e-01
   30.0000 8.070109e-01 1.038362e+00  1    1293.5095    1659.4793     544.7468     557.3662     557.3662     365.9698      12.6195       0.0000 2.297427e-01 5.772681e-01 1.038863e+00 1.131638e+00 9.445840e-01
   32.5000 8.018118e-01 1.029398e+00  1    1285.7239    1648.9805     541.2393     553.8706     553.8706     363.2565      12.6313       0.0000 2.273425e-01 5.744694e-01 1.029986e+00 1.122065e+00 9.361444e-01
   35.0000 7.960164e-01 1.019420e+00  1    1277.1075    1637.3630     537.3578     550.0026     550.0026     360.2555      12.6447       0.0000 2.246632e-01 5.713531e-01 1.020101e+00 1.111413e+00 9.267470e-01
   37.5000 7.895803e-01 1.008369e+00  1    1267.6171    1624.5651     533.0819     545.7416     545.7416     356.9480      12.6597       0.0000 2.216854e-01 5.678949e-01 1.009151e+00 1.099621e+00 9.163368e-01
   40.0000 7.824549e-01 9.961824e-01  1    1257.2051    1610.5187     528.3886     541.0650     541.0650     353.3137      12.6764       0.0000 2.183890e-01 5.640659e-01 9.970713e-01 1.086621e+00 9.048548e-01
   42.5000 7.745856e-01 9.827916e-01  1    1245.8182    1595.1477     523.2526     535.9475     535.9475     349.3295      12.6949       0.0000 2.147535e-01 5.598321e-01 9.837955e-01 1.072342e+00 8.922377e-01
   45.0000 7.659107e-01 9.681227e-01  1    1233.3962    1578.3663     517.6452     530.3605     530.3605     344.9701      12.7153       0.0000 2.107578e-01 5.551530e-01 9.692488e-01 1.056703e+00 8.784160e-01
   47.5000 7.563597e-01 9.520931e-01  1    1219.8705    1560.0768     511.5338     524.2715     524.2715     340.2064      12.7376       0.0000 2.063798e-01 5.499799e-01 9.533490e-01 1.039617e+00 8.633129e-01
   50.0000 7.458507e-01 9.346104e-01  1    1205.1613    1540.1668     504.8808     517.6430     517.6430     335.0055      12.7621       0.0000 2.015967e-01 5.442540e-01 9.360037e-01 1.020985e+00 8.468426e-01
   52.5000 7.342876e-01 9.155698e-01  1    1189.1757    1518.5052     497.6425     510.4313     510.4313     329.3295      12.7888       0.0000 1.963844e-01 5.379031e-01 9.171083e-01 1.000693e+00 8.289078e-01
   55.0000 7.215557e-01 8.948513e-01  1    1171.8037    1494.9382     489.7674     502.5854     502.5854     323.1345      12.8179       0.0000 1.907177e-01 5.308380e-01 8.965428e-01 9.786136e-01 8.093975e-01
   57.5000 7.075165e-01 8.723166e-01  1    1152.9140    1469.2832     481.1946     494.0443     494.0443     316.3692      12.8496       0.0000 1.845699e-01 5.229466e-01 8.741692e-01 9.545969e-01 7.881838e-01
   60.0000 6.920000e-01 8.478053e-01  1    1132.3484    1441.3218     471.8512     484.7353     484.7353     308.9734      12.8841       0.0000 1.779134e-01 5.140867e-01 8.498271e-01 9.284697e-01 7.651191e-01
   62.5000 6.747947e-01 8.211317e-01  1    1109.9149    1410.7913     461.6494     474.5710     474.5710     300.8764      12.9216       0.0000 1.707200e-01 5.040748e-01 8.233311e-01 9.000311e-01 7.400329e-01
   65.0000 6.556343e-01 7.920836e-01  1    1085.3808    1377.3757     450.4839     463.4459     463.4459     291.9950      12.9621       0.0000 1.629627e-01 4.926716e-01 7.944692e-01 8.690499e-01 7.127317e-01
   67.5000 6.341810e-01 7.604269e-01  1    1058.4659    1340.6992     438.2293     451.2350     451.2350     282.2333      13.0057       0.0000 1.546195e-01 4.795615e-01 7.630075e-01 8.352695e-01 6.830037e-01
   70.0000 6.100082e-01 7.259262e-01  1    1028.8450    1300.3304     424.7422     437.7941     437.7941     271.4854      13.0520       0.0000 1.456812e-01 4.643271e-01 7.287107e-01 7.984279e-01 6.506399e-01
   72.5000 5.825923e-01 6.884034e-01  1     996.1737    1255.8209     409.8739     422.9735     422.9735     259.6473      13.0997       0.0000 1.361688e-01 4.464235e-01 6.914007e-01 7.583182e-01 6.154914e-01
   75.0000 5.513458e-01 6.478818e-01  1     960.1793    1206.8295     393.5127     406.6584     406.6584     246.6502      13.1457       0.0000 1.261672e-01 4.251785e-01 6.511000e-01 7.149386e-01 5.776068e-01
   77.5000 5.157697e-01 6.048802e-01  1     920.8929    1153.4291     375.6873     388.8709     388.8709     232.5362      13.1835       0.0000 1.158836e-01 3.998861e-01 6.083258e-01 6.688041e-01 5.375108e-01
   80.0000 4.758310e-01 5.608503e-01  1     879.0734    1096.6520     356.7502     369.9509     369.9509     217.5785      13.2007       0.0000 1.057094e-01 3.701216e-01 5.645259e-01 6.214148e-01 4.966102e-01
   82.5000 4.324802e-01 5.183555e-01  1     836.5839    1038.9317     337.5244     350.7037     350.7037     202.3478      13.1793       0.0000 9.618872e-02 3.362915e-01 5.222574e-01 5.754653e-01 4.573439e-01
   85.0000 3.876793e-01 4.802324e-01  1     795.9921     983.5011     319.0990     332.2010     332.2010     187.5090      13.1020       0.0000 8.777403e-02 2.999053e-01 4.843494e-01 5.339787e-01 4.223692e-01
   87.5000 3.435040e-01 4.480811e-01  1     759.3111     932.7238     302.2672     315.2283     315.2283     173.4127      12.9611       0.0000 8.054194e-02 2.629621e-01 4.523961e-01 4.987040e-01 3.931433e-01
   90.0000 3.012935e-01 4.217955e-01  1     727.2404     887.1924     287.2244     299.9840     299.9840     159.9520      12.7595       0.0000 7.421405e-02 2.270795e-01 4.262887e-01 4.695862e-01 3.695116e-01
   92.5000 2.616912e-01 4.003183e-01  1     699.4791     846.2611     273.7502     286.2555     286.2555     146.7820      12.5053       0.0000 6.840185e-02 1.932893e-01 4.049691e-01 4.455453e-01 3.504403e-01
   95.0000 2.250668e-01 3.824205e-01  1     675.2799     808.8663     261.4846     273.6909     273.6909     133.5865      12.2063       0.0000 6.279595e-02 1.622708e-01 3.872080e-01 4.253009e-01 3.347526e-01
   97.5000 1.917492e-01 3.670371e-01  1     653.7398     773.9672     250.0765     261.9454     261.9454     120.2275      11.8689       0.0000 5.723346e-02 1.345158e-01 3.719396e-01 4.077338e-01 3.214377e-01
  100.0000 1.620097e-01 3.533275e-01  1     633.8992     740.6820     239.2294     250.7263     250.7263     106.7828      11.4969       0.0000 5.168701e-02 1.103227e-01 3.583223e-01 3.919569e-01 3.097034e-01
  102.5000 1.359521e-01 3.406453e-01  1     614.8025     708.2978     228.7041     239.7969     239.7969      93.4953      11.0928       0.0000 4.621424e-02 8.973786e-02 3.457077e-01 3.772853e-01 2.989430e-01
