# ZL+vMIT Phase Boundaries
# eta = 0.30
# eq_mode = fixed_yc
# ZL params: ZL_Constantinou
# vMIT params: B^1/4=180.0 MeV, a=0.2 fm^2
# Columns: Y_C T n_B_onset n_B_offset conv mu_p_H mu_n_H mu_u_Q mu_d_Q mu_s_Q mu_eL_H mu_eL_Q mu_eG n_p_H n_n_H n_u_Q n_d_Q n_s_Q
  0.0100     0.0000 5.201116e-01 1.627611e+00  1    1011.4703    1339.7879     341.2332     499.2774     499.2774     105.7704    -461.8077     105.7704 5.201116e-03 5.149105e-01 2.368556e-01 9.764341e-01 7.960210e-01
  0.0100     0.1000 5.201143e-01 1.627616e+00  1    1011.4712    1339.7935     341.2319     499.2808     499.2808     105.7701    -461.8079     105.7701 5.201143e-03 5.149131e-01 2.368545e-01 9.764660e-01 7.959906e-01
  0.0100     2.5000 5.193710e-01 1.627155e+00  1    1009.7596    1338.3057     340.5289     498.8884     498.8884     105.5256    -461.7632     105.5256 5.193710e-03 5.141773e-01 2.355738e-01 9.751287e-01 7.947644e-01
  0.0100     5.0000 5.170210e-01 1.625768e+00  1    1004.3720    1333.6303     338.3185     497.6559     497.6559     104.7812    -461.6218     104.7812 5.170210e-03 5.118508e-01 2.315561e-01 9.709040e-01 7.908876e-01
  0.0100     7.5000 5.133757e-01 1.623453e+00  1     996.2145    1326.4187     334.9717     495.7235     495.7235     103.5547    -461.2867     103.5547 5.133757e-03 5.082420e-01 2.256900e-01 9.642868e-01 7.848245e-01
  0.0100    10.0000 5.086395e-01 1.620200e+00  1     985.9266    1317.1276     330.7496     493.1890     493.1890     101.8544    -460.6844     101.8544 5.086395e-03 5.035531e-01 2.186249e-01 9.556295e-01 7.769069e-01
  0.0100    12.5000 5.028986e-01 1.616000e+00  1     973.8542    1305.9964     325.7930     490.1017     490.1017      99.6796    -459.7657      99.6796 5.028986e-03 4.978696e-01 2.107424e-01 9.451167e-01 7.673107e-01
  0.0100    15.0000 4.961771e-01 1.610834e+00  1     960.1970    1293.1566     320.1829     486.4868     486.4868      97.0250    -458.4940      97.0250 4.961771e-03 4.912153e-01 2.022886e-01 9.328535e-01 7.561379e-01
  0.0100    17.5000 4.884600e-01 1.604683e+00  1     945.0735    1278.6800     313.9671     482.3564     482.3564      93.8832    -456.8402      93.8832 4.884600e-03 4.835754e-01 1.934333e-01 9.189050e-01 7.434543e-01
  0.0100    20.0000 4.797020e-01 1.597519e+00  1     928.5510    1262.6019     307.1721     477.7149     477.7149      90.2469    -454.7800      90.2469 4.797020e-03 4.749049e-01 1.842993e-01 9.033164e-01 7.293080e-01
  0.0100    22.5000 4.698307e-01 1.589313e+00  1     910.6615    1244.9350     299.8103     472.5623     472.5623      86.1115    -452.2931      86.1115 4.698307e-03 4.651324e-01 1.749771e-01 8.861264e-01 7.137416e-01
  0.0100    25.0000 4.587468e-01 1.580028e+00  1     891.4111    1225.6778     291.8832     466.8973     466.8973      81.4786    -449.3637      81.4786 4.587468e-03 4.541594e-01 1.655348e-01 8.673782e-01 6.968033e-01
  0.0100    27.5000 4.463222e-01 1.569624e+00  1     870.7866    1204.8244     283.3848     460.7198     460.7198      76.3608    -445.9816      76.3608 4.463222e-03 4.418590e-01 1.560248e-01 8.471317e-01 6.785581e-01
  0.0100    30.0000 4.323977e-01 1.558058e+00  1     848.7623    1182.3745     274.3033     454.0356     454.0356      70.7880    -442.1449      70.7880 4.323977e-03 4.280737e-01 1.464884e-01 8.254791e-01 6.591016e-01
  0.0100    32.5000 4.167810e-01 1.545281e+00  1     825.3076    1158.3471     264.6252     446.8610     446.8610      64.8149    -437.8641      64.8149 4.167810e-03 4.126132e-01 1.369613e-01 8.025638e-01 6.385780e-01
  0.0100    35.0000 3.992453e-01 1.531243e+00  1     800.3981    1132.7983     254.3383     439.2300     439.2300      58.5269    -433.1679      58.5269 3.992453e-03 3.952529e-01 1.274783e-01 7.786040e-01 6.172006e-01
  0.0100    37.5000 3.795291e-01 1.515890e+00  1     774.0315    1105.8432     243.4372     431.2030     431.2030      52.0424    -428.1108      52.0424 3.795291e-03 3.757338e-01 1.180779e-01 7.539189e-01 5.952753e-01
  0.0100    40.0000 3.573388e-01 1.499163e+00  1     746.2497    1077.6808     231.9299     422.8755     422.8755      45.5046    -422.7808      45.5046 3.573388e-03 3.537654e-01 1.088072e-01 7.289517e-01 5.732198e-01
  0.0100    42.5000 3.323566e-01 1.481001e+00  1     717.1709    1048.6198     219.8478     414.3860     414.3860      39.0638    -417.3053      39.0638 3.323566e-03 3.290330e-01 9.972891e-02 7.042832e-01 5.515735e-01
  0.0100    45.0000 3.042652e-01 1.461339e+00  1     687.0360    1019.1035     207.2639     405.9198     405.9198      32.8556    -411.8496      32.8556 3.042652e-03 3.012226e-01 9.093292e-02 6.806239e-01 5.309872e-01
